web-scraper-order,web-scraper-start-url,filmstars,filmstars-href,Name,Personality,Image-src,pages,pages-href
"1587938605-4293","https://www.imdb.com/list/ls068010962/","Hrithik Roshan","https://www.imdb.com/name/nm0004335?ref_=nmls_hd","Hrithik Roshan","Hrithik Roshan is an Indian actor, born on 10th January 1974, well known globally for his versatile roles, unmatchable dancing skills and attractive looks. After having appeared in films as a child actor in the 1980s, Roshan made his film debut in a leading role in Kaho Naa... Pyaar Hai (2000) for which he earned Filmfare Awards for Best Actor and ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BZjYwYjE4YjQtMTFmMi00NTlhLThjZjUtZTIyMTczMGU2ZDE5XkEyXkFqcGdeQXVyNzM2NzM0NDU@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","",""
"1587937797-4179","https://www.imdb.com/list/ls068010962/","Sachin Khedekar","https://www.imdb.com/name/nm0451561?ref_=nmls_hd","Sachin Khedekar","Sachin Khedekar was born on March 14, 1965 in Mumbai, Maharahstra, India. He is known for his work on 13B: Fear Has a New Address (2009), Netaji Subhas Chandra Bose: The Forgotten Hero (2005) and Maattrraan (2012). He has been married to Jalpa Khedekar since December 19, 1993. They have two children.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BOThiMjlmYzYtNmQ3NC00YzUyLWE4MmUtMjEzMWQxNjMyZmVlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR9,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937710-4171","https://www.imdb.com/list/ls068010962/","Sridevi","https://www.imdb.com/name/nm0004437?ref_=nmls_hd","Sridevi","Sridevi was born on August 13, 1963 in her father's hometown of Sivakasi, Tamil Nadu, India. Her mother was from Tirupati, Andhra Pradesh. So Sridevi grew up speaking Telugu and Tamil. She has a sister named Srilatha and a stepbrother named Satish. Her dad passed away during the year 1991, while her mom died during 1997. She started her career at a...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTQyMjg4Mzk2M15BMl5BanBnXkFtZTcwMjE0MTg2OA@@._V1_UY317_CR27,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937670-4166","https://www.imdb.com/list/ls068010962/","Sudeep","https://www.imdb.com/name/nm1679372?ref_=nmls_hd","Sudeep","Sudeep is an Indian film actor, director, producer, screenwriter, playback singer, anchor, and cricketer who works primarily in Kannada cinema. He won the Filmfare Award for Best Actor - Kannada for three consecutive years for his films Huchcha (2001), Nandhi (2002) and Swathi Muthu (2003). Since 2013, he is hosting the television reality show ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BOWFjZGYxZDMtYTBhYy00YWVkLTk2NDUtMmE2NTAyM2Q0OTMyXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY317_CR9,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938432-4265","https://www.imdb.com/list/ls068010962/","Makrand Deshpande","https://www.imdb.com/name/nm0221218?ref_=nmls_hd","Makrand Deshpande","Makrand Deshpande was born on July 3, 1958 in India. He is an actor and writer, known for Hanan (2004), Danav (2003) and Company (2002).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNDcyOGU3ODctZjZiZi00OWY1LWEzYjktOTIxNTUwMTAyODMzXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY317_CR0,0,214,317_AL__QL50.jpg","",""
"1587938344-4251","https://www.imdb.com/list/ls068010962/","Manoj Pahwa","https://www.imdb.com/name/nm0656644?ref_=nmls_hd","Manoj Pahwa","Manoj Pahwa is an actor, known for Article 15 (2019), Mulk (2018) and Being Cyrus (2005).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMDM4MTY3YzAtYmJlMC00YjdjLTg4YzgtZTJiMzI5NzJjODg2XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR6,0,214,317_AL__QL50.jpg","",""
"1587938625-4297","https://www.imdb.com/list/ls068010962/","Govinda","https://www.imdb.com/name/nm0332871?ref_=nmls_hd","Govinda","Govinda was born on December 21, 1963. Govinda has acted in over 120 films since his debut in 1986. Govinda is best-known for his comedy related roles; his powerful contribution in dancing in bollywood is inevitable. He is one of the most successful actors and is definitely the best dancer in bollywood. His hardworking mentality and consistent ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNzEwNDgwMTk3Nl5BMl5BanBnXkFtZTgwNjMwOTU4MDI@._V1_UY317_CR21,0,214,317_AL__QL50.jpg","",""
"1587938447-4267","https://www.imdb.com/list/ls068010962/","Mukesh Tiwari","https://www.imdb.com/name/nm0864608?ref_=nmls_hd","Mukesh Tiwari","Mukesh Tiwari was born on August 24, 1969 in Sagar, Madhya Pradesh, India. He is an actor, known for Dilwale (2015), Gangaajal (2003) and Yehi Hai Zindagi (2005).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjAxNzA0MzkzNl5BMl5BanBnXkFtZTcwNjMyOTM0MQ@@._V1_UY317_CR135,0,214,317_AL__QL50.jpg","",""
"1587937629-4163","https://www.imdb.com/list/ls068010962/","Tom Alter","https://www.imdb.com/name/nm0022758?ref_=nmls_hd","Tom Alter","Tom Alter, the son and grandson of American Presbyterian missionaries who first came to India in 1916, grew up in north India in the towns of Rajpur and Mussoorie, and studied at Woodstock School. It was while teaching at a school in Jagadhri, Haryana in the early 1970s that Alter picked honed his Hindi and fell in love with the movies, in specific...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjk1NDI0ZjEtMDMwOS00ZTY5LTk3NTEtODYxZWZlNTE4OTZmXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR9,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937931-4195","https://www.imdb.com/list/ls068010962/","Raju Srivastava","https://www.imdb.com/name/nm1555152?ref_=nmls_hd","Raju Srivastava","Raju Srivastav (born Satyaprakash Srivastava) often credited as Raju Shrivastav or Raju Srivastava, is an Indian comedian, and more popularly, an observational comedian. He is known most for his acute scrutiny and comical timing about various Indian aspects of life. Satyaprakash Srivastava was born in Kanpur, India in a middle class Kayastha family...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BZjc5MTYwYjEtZmJiMC00YzA3LThiZGYtMWY2NjE2ZDNmYWFjXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY317_CR12,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938821-4327","https://www.imdb.com/list/ls068010962/","Asrani","https://www.imdb.com/name/nm2147526?ref_=nmls_hd","Asrani","Asrani was born in a middle class Sindhi family. His father migrated to Jaipur after the Partition of India and opened a shop selling carpets. He has four sisters and three brothers: two elder and one younger. Asrani was highly uninterested in business and very weak in mathematics. He completed his matriculation from St. Xaviers School and did his...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjEyNDQ4MzUzNF5BMl5BanBnXkFtZTgwNjY3OTczOTE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","",""
"1587938470-4272","https://www.imdb.com/list/ls068010962/","Kanwaljit Singh","https://www.imdb.com/name/nm1942776?ref_=nmls_hd","Kanwaljit Singh","Kanwaljit Singh is an actor, known for 15 Park Avenue (2005), Bang Bang (2014) and Saans (1999). He is married to Anuradha Patel.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BZGRkNmZiYjItYTk5Yy00ODU1LThkNjAtYWQ4OGZjYTMxMDcwXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR5,0,214,317_AL__QL50.jpg","",""
"1587938140-4222","https://www.imdb.com/list/ls068010962/","Rahul Dev","https://www.imdb.com/name/nm0222144?ref_=nmls_hd","Rahul Dev","Rahul Dev was born as Rahul Dev Kaushal. He is an actor, known for Champion (2000), Footpath (2003) and Ashoka the Great (2001).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BZjQxMTRhNzktZmM4OS00ZmZlLTkxYzYtMmI1ZWMzNTFmMTdkXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR19,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938885-4335","https://www.imdb.com/list/ls068010962/","Amjad Khan","https://www.imdb.com/name/nm0451166?ref_=nmls_hd","Amjad Khan","Amjad Khan was born on November 12, 1940 in Hyderabad, Hyderabad State, British India. He was an actor and director, known for Sholay (1975), Inseparable Friends (1981) and Maa Kasam (1985). He was married to Shaila Khan. He died on July 27, 1992 in Bombay, Maharashtra, India.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BOWUzNjU3YTUtOGIyMi00MDk3LTk1NDMtMzY4MDZlNDFhNTFhXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR110,0,214,317_AL__QL50.jpg","",""
"1587938382-4256","https://www.imdb.com/list/ls068010962/","Mukesh Khanna","https://www.imdb.com/name/nm0451383?ref_=nmls_hd","Mukesh Khanna","Mukesh Khanna was born on July 19, 1958 in Bombay, State of Bombay, India. He is an actor and producer, known for Mahabharat (1988), Hera Pheri (2000) and Shaktimaan (1997).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTYwNTk2MTk4MF5BMl5BanBnXkFtZTgwODQ1ODA0OTE@._V1_UY317_CR136,0,214,317_AL__QL50.jpg","",""
"1587938084-4212","https://www.imdb.com/list/ls068010962/","Raaj Kumar","https://www.imdb.com/name/nm0474855?ref_=nmls_hd","Raaj Kumar","Raaj Kumar was born on October 8, 1926 in Loralai, Baluchistan, British India as Kulbhushan Pandit. He is known for his work on Kaajal (1965), Waqt (1965) and Dil Ek Mandir (1963). He died on July 3, 1996 in Mumbai, Maharashtra, India.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BZjNlMTdhYjYtODI0My00OTA2LTlkM2QtMGU5N2RhNWVlMWVjXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR12,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938104-4216","https://www.imdb.com/list/ls068010962/","Ranbir Kapoor","https://www.imdb.com/name/nm1633541?ref_=nmls_hd","Ranbir Kapoor","Son of Rishi Kapoor and Neetu Singh; nephew of actors Randhir Kapoor, Rajiv Kapoor, Kunal Kapoor. Grandnephew of actors Shashi Kapoor, Jennifer Kendal, Shammi Kapoor, Geeta Bali; cousin of actresses Kareena Kapoor, Karisma Kapoor. Belongs to the fourth generation of highly prestigious and considered to be the first family of Bollywood (Hindi film ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTk2ODU5Mjk2MV5BMl5BanBnXkFtZTcwODEzNDg3OA@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938426-4264","https://www.imdb.com/list/ls068010962/","Madhavan","https://www.imdb.com/name/nm0534856?ref_=nmls_hd","Madhavan","Madhavan was born on June 1, 1970, in a Tamil-speaking family. At the age of 18 his college entrusted him with the responsibility of representing India as a Cultural Ambassador to Canada. A year later he and three others from his college were sent to Britain as army cadets and received training in the royal army, navy, and Air Force. While conducting...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BZjQ4NWIwYzYtOTYwZC00ZDI4LWFmYWEtZjhmNTE3ODVhYzJkXkEyXkFqcGdeQXVyOTc1MzM5MA@@._V1_UY317_CR12,0,214,317_AL__QL50.jpg","",""
"1587938664-4307","https://www.imdb.com/list/ls068010962/","Deepika Padukone","https://www.imdb.com/name/nm2138653?ref_=nmls_hd","Deepika Padukone","Deepika Padukone, born 5 January 1986 in Copenhagen, Denmark, is an Indian model & Actress. She is the daughter of former badminton Champion Prakash Padukone. Her mother tongue is Konkani. Deepika has a younger sister named Anisha. She has been modeling appearances in print and television advertising campaigns for Liril, Close-Up toothpaste and ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNGFlYzAyYjgtNzRjNS00NmE4LTliOGYtYzBkYzU5MzRhMDM0XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","",""
"1587937676-4167","https://www.imdb.com/list/ls068010962/","Sanjeev Kumar","https://www.imdb.com/name/nm0474876?ref_=nmls_hd","Sanjeev Kumar","Harihar Jariwala a.k.a. Sanjeev Kumar was born in a Gujrati family in 1938. He portrayed many roles irrespective of the age or the type of chararcter. The actor ballooned in size in later years of his life due to the gastronomical pleasures he had inherited by sleeping in a kitchen while he was a child (which became the cause of his death in 1985 ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BZmE5YTIwODYtMTA2OC00ZDg1LTk3NmItMGI1NzhjNTZiNjIyXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR31,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937556-4145","https://www.imdb.com/list/ls068010962/","Vrajesh Hirjee","https://www.imdb.com/name/nm0386358?ref_=nmls_hd","Vrajesh Hirjee","Vrajesh Hirjee was born on June 16, 1971 in Bihar, India. He is an actor and writer, known for Kaho Naa... Pyaar Hai (2000), Fanaa (2006) and Lakeer - Forbidden Lines (2004).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTI4OWU4ZDktOGNlNC00NTBlLWJjNTctM2JmYzBhOGFhNWE4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR8,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937567-4148","https://www.imdb.com/list/ls068010962/","Vinod Khanna","https://www.imdb.com/name/nm0451396?ref_=nmls_hd","Vinod Khanna","At the start of his career, he played supporting or villainous characters in films such as Purab Aur Paschim, Sachaa Jhutha, Aan Milo Sajna, and Mastana in 1970, and in Mera Gaon Mera Desh, Elaan and Aan Milo Sajna in 1971.He got his first break as the solo lead hero in the film Hum Tum Aur Woh (1971), which was followed by the 1971 multi-hero ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMGNlOWMyNDUtMjYzZi00YmE2LThjNTItMjFiOTA3YzBkZjZmXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR18,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938549-4281","https://www.imdb.com/list/ls068010962/","Konkona Sen Sharma","https://www.imdb.com/name/nm1234298?ref_=nmls_hd","Konkona Sen Sharma","Konkona Sen Sharma is an awarding winning actress and the daughter of the celebrated actress and director Aparna Sen. Konkona is regarded as one of the most respected actresses in Bollywood with her memorable performances right from Mr. and Mrs. Iyer (2002) to Page 3 (2005), from Omkara (2006) to Life in a Metro (2007). Her singularly exquisite ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTU1NjUxNDYwNV5BMl5BanBnXkFtZTgwOTU3MDM0OTE@._V1_UY317_CR3,0,214,317_AL__QL50.jpg","",""
"1587937681-4168","https://www.imdb.com/list/ls068010962/","Sanjay Dutt","https://www.imdb.com/name/nm0004569?ref_=nmls_hd","Sanjay Dutt","Sanjay Dutt, son of Nargis and Sunil Dutt, was first featured in Rocky (1981), the movie was a box office hit. Sanjay's personal life was exacerbated by drug problems, and he later lost his wife Richa Sharma, to cancer. He was also arrested for having illegal weapons, and was imprisoned. After his release, he appeared in three consecutive hits; ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNzU2NTgwNzY1OF5BMl5BanBnXkFtZTcwMjQxNzcxOA@@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937570-4149","https://www.imdb.com/list/ls068010962/","Vipin Sharma","https://www.imdb.com/name/nm1479650?ref_=nmls_hd","Vipin Sharma","Vipin Sharma is an actor and editor, known for Taare Zameen Par (2007), Gangs of Wasseypur (2012) and Hotel Mumbai (2018).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BZjQxYWI5M2UtNTdiZi00OTU0LTk2YTgtYjc3MWFkZGEzMWZkXkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UY317_CR227,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938353-4252","https://www.imdb.com/list/ls068010962/","Mala Sinha","https://www.imdb.com/name/nm0802366?ref_=nmls_hd","Mala Sinha","Mala Sinha was born on November 11, 1936 in Calcutta, Bengal Presidency, British India as Alda Sinha. She is known for her work on Jahan Ara (1964), Himalay Ki Godmein (1965) and Pyaasa (1957).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMWUyNzlkMDEtMGY4My00M2QwLWEzYjktMzk1YjliNDhiYzc5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY317_CR8,0,214,317_AL__QL50.jpg","",""
"1587937621-4162","https://www.imdb.com/list/ls068010962/","Tinnu Anand","https://www.imdb.com/name/nm0025627?ref_=nmls_hd","Tinnu Anand","Tinnu Anand is an Indian actor and director from Bollywood, who is most known as the director of Amitabh Bachchan's movies including, Kaalia (1981), Shahenshah (1988), Main Azaad Hoon (1989) and Major Saab (1998).He is the son of veteran writer Inder Raj Anand and uncle of director Siddharth Anand. Anand recently portrayed an important role in ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BZjM4OWEyOWItNmU0Yy00MjQyLTkyNzYtOTQzNzA1ZTJmOTY0XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR12,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938213-4233","https://www.imdb.com/list/ls068010962/","Paresh Rawal","https://www.imdb.com/name/nm0712546?ref_=nmls_hd","Paresh Rawal","Paresh Rawal was born on May 30, 1950 in Bombay, State of Bombay, India. He is a producer and actor, known for Hera Pheri (2000), OMG: Oh My God! (2012) and Hungama (2003). He is married to Swaroop Sampat. They have two children.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjI4Mjg2MjgxMV5BMl5BanBnXkFtZTgwNDYyMTIzOTE@._V1_UY317_CR133,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937830-4185","https://www.imdb.com/list/ls068010962/","Smita Patil","https://www.imdb.com/name/nm0665599?ref_=nmls_hd","Smita Patil","Smita Patil was born on October 17, 1955 in Pune, State of Bombay, India. She was an actress, known for Bhumika (1977), Aaj Ki Awaz (1984) and Mirch Masala (1987). She was married to Raj Babbar. She died on December 13, 1986 in Bombay, Maharashtra, India.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTU3MTUyMjI4OF5BMl5BanBnXkFtZTgwNDgxNzE4MDE@._V1_UY317_CR3,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937975-4200","https://www.imdb.com/list/ls068010962/","Rakhee Gulzar","https://www.imdb.com/name/nm0347901?ref_=nmls_hd","Rakhee Gulzar","Rakhee was born in a Bengali-speaking family in West Bengal, on India's Independence Day - 15th August, 1947. She has no connections with anyone in the film industry in India. She achieved phenomenal success at her very first movie in Bengali 'Bandhu Baran' during the year 1967. She was then noticed by noted Bollywood actor, Sunil Dutt, who ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMDVlNTM4YTUtNjA2My00OWQ0LThjYzAtYmU0ZGQ0NGE3YjQ1XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938878-4334","https://www.imdb.com/list/ls068010962/","Amitabh Bachchan","https://www.imdb.com/name/nm0000821?ref_=nmls_hd","Amitabh Bachchan","Son of well known poet Harivansh Rai Bachchan and Teji Bachchan. He has a brother named Ajitabh. He completed his education from Uttar Pradesh and moved to Bombay to find work as a film star, in vain though, as film-makers preferred someone with a fairer skin, and he was not quite fair enough. But they did use one of his other assets, his deep ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNTk1OTUxMzIzMV5BMl5BanBnXkFtZTcwMzMxMjI0Nw@@._V1_UY317_CR8,0,214,317_AL__QL50.jpg","",""
"1587938450-4268","https://www.imdb.com/list/ls068010962/","Mehmood","https://www.imdb.com/name/nm0576454?ref_=nmls_hd","Mehmood","Mehmood was born on September 29, 1932 in Bombay, Bombay Presidency, British India. He is known for his work on Bombay to Goa (1972), Do Phool (1974) and Main Sunder Hoon (1971). He died on July 23, 2004 in Pennsylvania, USA.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMzI0OWZlOTQtNGJiNS00YzVhLWE1MGQtZGY3ZWUwYWJiOTZiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR20,0,214,317_AL__QL50.jpg","",""
"1587937587-4154","https://www.imdb.com/list/ls068010962/","Venkatesh Daggubati","https://www.imdb.com/name/nm0893142?ref_=nmls_hd","Venkatesh Daggubati","Venkatesh Daggubati was born on December 13, 1960 in Karamchedu, Andhra Pradesh, India as Daggupati Venkatesh. He is an actor, known for Ganesh (1998), Guru (2017) and Aadavari Matalaku Ardhalu Verule (2007).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTkyNDE4OTA0MF5BMl5BanBnXkFtZTgwNjExMTE0OTE@._V1_UY317_CR139,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938489-4274","https://www.imdb.com/list/ls068010962/","Krishna Abhishek","https://www.imdb.com/name/nm2243737?ref_=nmls_hd","Krishna Abhishek","Krishna Abhishek is an actor and producer, known for Speak Bachchan (2012), Jahan Jaaeyega Hamen Paaeyega (2007) and Marrne Bhi Do Yaaron (2019).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BOWJmNDJkYjEtYmY5ZC00NmY5LTgyNTUtN2FjODQyZGZhNmIzL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR15,0,214,317_AL__QL50.jpg","",""
"1587938192-4230","https://www.imdb.com/list/ls068010962/","Prabhas","https://www.imdb.com/name/nm1659141?ref_=nmls_hd","Prabhas","Prabhas was born to late U. Suryanarayana Raju and Siva Kumari. His family is from Mogalturu village and later moved to bhimavaram in West Godavari district, Andhra Pradesh. He is the youngest of three children, with an elder brother Pramod Uppalapati and sister Pragathi. He is the nephew of Telugu actor Uppalapati Krishnam Raju            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjliZmI3YmMtYWU1NS00MjVlLTkxZTQtYjIzYzFkNWNjOTZkXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938072-4211","https://www.imdb.com/list/ls068010962/","Ramya Krishnan","https://www.imdb.com/name/nm0471447?ref_=nmls_hd","Ramya Krishnan","Ramya Krishnan was born on September 15, 1970 in Madras, Tamil Nadu, India. She is an actress, known for Baahubali: The Beginning (2015), Baahubali 2: The Conclusion (2017) and Padaiyappa (1999). She has been married to Krishna Vamsi since July 11, 2003. They have one child.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BZThmMmJlZGQtZDgyMy00YmIyLTk1NDQtMGQ0N2EzYzUxMWNiXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY317_CR0,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938787-4324","https://www.imdb.com/list/ls068010962/","Annu Kapoor","https://www.imdb.com/name/nm0438465?ref_=nmls_hd","Annu Kapoor","Annu Kapoor made his debut in the film Mandi directed by Shyam Benegal in 1983.His career has spanned nearly 30 years including a distinctive presence in Bollywood cinema, television serials, and reality game shows. He is best remembered for hosting the singing show Antakshari, produced by ZEE TV. His performance as an obsessive-compulsive Sperm ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjE4MjAxODk1NV5BMl5BanBnXkFtZTcwODQ0MjY2Nw@@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","",""
"1587937584-4153","https://www.imdb.com/list/ls068010962/","Vijay Raaz","https://www.imdb.com/name/nm0704694?ref_=nmls_hd","Vijay Raaz","Vijay Raaz was born and raised in Delhi where he attended Kirori Mal College. While at college he was a part of the dramatic society The Players. He also appeared in plays at the National School of Drama. He decided to focus on a film career and moved to Mumbai where he received a role in Ram Gopal Varma's Jungle. Naseeruddin Shah had seen him ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BOTc2ODgwODcxOF5BMl5BanBnXkFtZTgwNzM1MzYwMTE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937826-4184","https://www.imdb.com/list/ls068010962/","Surekha Sikri","https://www.imdb.com/name/nm0797773?ref_=nmls_hd","Surekha Sikri","Surekha Sikri was born on April 19, 1945 in New Delhi, British India. She is an actress, known for Badhaai Ho (2018), Balika Vadhu (2008) and Dev.D (2009).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BYzI0NGU4NDQtMjZiZS00Mjc2LTk3Y2ItY2NhYmYwOTEyZjQyXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY317_CR51,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938047-4208","https://www.imdb.com/list/ls068010962/","Ranveer Singh","https://www.imdb.com/name/nm3828984?ref_=nmls_hd","Ranveer Singh","Ranveer Singh is an Indian actor working in Bollywood. Born in Mumbai, India, Ranveer Singh had always wanted to be an actor since his childhood. However, during his college days he felt that the idea of acting was far-fetched and focused on creative writing. While pursuing his Bachelor of Arts degree from Indiana University (Bloomington), Singh ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTExOTcwMDU4NTReQTJeQWpwZ15BbWU3MDA0MjE1MTc@._V1_UY317_CR1,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937985-4202","https://www.imdb.com/list/ls068010962/","Rajit Kapoor","https://www.imdb.com/name/nm0438496?ref_=nmls_hd","Rajit Kapoor","Rajit Kapoor was born on May 22, 1960 in Amritsar, Punjab, India. He is an actor and director, known for The Making of the Mahatma (1996), Uri: The Surgical Strike (2019) and The Seventh Horse of the Sun (1992).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BZDhlNDEwMjgtMWY5NC00MGEyLThhODEtZjAyYzIyMmU1ZDUxXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR13,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938850-4329","https://www.imdb.com/list/ls068010962/","Anushka Shetty","https://www.imdb.com/name/nm2011932?ref_=nmls_hd","Anushka Shetty","Anushka Shetty is an Indian Film Actress. She was also a Yoga Instructor and has trained under yoga guru Bharat Thakur. This tall and gorgeous beauty debuted in the 2005 Telugu film Super starring Nagarjuna which was super hit at box office. Later her performance in Vikramarkudu make her noticeable. But in Arundhati in which she had played the role...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BZTkxYmU1NmUtNGE4Ni00OWNmLWE5YzktNTJiZTlmMTIyMTM5XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR0,0,214,317_AL__QL50.jpg","",""
